#2
w21	_	@dislocated
w24p	w23	@nsubj
#28
w560	_	@advcl
#36
w697	_	@xcomp
w702	_	@obj
w721	w702	longlist><_override><@conj
#41
w858	w827	_override><longlist
w862	w827
w872	w827
#45
w950	w931	_override><longlist
w954	w931
w964	w931
#55
w1190	w1171	_override><longlist
w1194	w1171
w1204	w1171
#67
w1490	w1497	@advcl
#80
w1792	_	@conj
w1794	w1790
w1797	w1790
#102
w2320	w2322
w2322	w2298	_override><@conj
#124
w2749	_	@csubj
#130
w2862	w2848	@conj><_override><longlist
#142
w3087	w3091
w3091	w3083
#159
w3399	_	@obl
#161
w3454	_	@acl
w3461	_	@acl:relcl
#162
w3505	w3480	@acl:relcl
#200
w4399	_	@xcomp
#201
w4437	w4438
w4438	w4412
w4447	w4412	_override><@advcl
#222
w4880	_	@parataxis
w4881	w4880	@orphan
#235
w5240	_	@appos
w5244	w5234	quoteoverride
#252
w5577	w5565	_override><longlist><@conj
w5585	w5565	_override><longlist><@conj
w5591	w5565	_override><longlist><@conj
w5611	w5565	_override><longlist><@conj
w5623	w5565	_override><longlist><@conj
w5635	w5565	_override><longlist><@conj
#262
w5839	w5828	_override><longlist><@conj
#310
w6858	_	_override
#317
w7020	w7041	@advcl
w7029	w7020	_override
#331
w7320	_	@ccomp
w7321	_	@parataxis
#333
w7357	w7349	_override><@conj
w7370	w7349	_override><@conj
#334
w7406	w7407
w7407	w7380
#365
w8195	w8212	@advcl
w8226	w8212	_override
#373
w8422	w8413	@nmod
w8424	w8422	@acl:relcl
w8426	w8413	@appos><_override
w8432	w8413	@parataxis><_override
w8441	w8432	@orphan
#396
w8964	w8954	_override
w8970	w8954	_override
w8974	w8954	_override
w8978	w8954
w8982	w8954
#428
w9644	w9632	_override
w9649	w9632
w9661	w9632
#431
w9733	_	@parataxis
#457
w10383	_	@dislocated
#465
w10526	w10566	@dislocated
w10555	w10532	_override
w10575	w10566
#468
w10660	w10691	@dislocated
w10684	w10674	_override
#495
w11128	_	@advcl
#498
w11165	_	@advcl
#508
w11335	_	@parataxis
w11336	w11335	@orphan
#511
w11377	w11374
#516
w11467	_	@orphan
#534
w11750	_	@advcl
#538
w11802	w11808	@advcl
#545
w11948	_	@appos
#565
w12347	w12345	_override
#566
w12361	_	@advcl
#570
w12473	w12468	@ccomp><_override
#586
w12747	w12738
w12757	w12750p
#594
w12915	w12917
w12917	w12924	@advcl
#607
w13164	w13162	@ccomp
w13176	w13164	@acl:relcl><_override
w13192	w13164	@orphan><_override
w13194	w13164	@orphan><_override
#630
w13574	w13587	@advcl
w13583	w13574	_override
w13587	w13571	_override><@ccomp
#642
w13818	_	@advcl
#657
w14096	w14095	@obj
w14099	_	@dislocated
#662
w14253	w14236	@parataxis
#669
w14349	_	@parataxis
w14356	w14343	@obl
#679
w14540	_	@obl
#683
w14581	_	@parataxis
w14584	_	@parataxis
#688
w14669	w14678	@advcl
w14678	w14666	@ccomp
#693
w14770	w14762	@cop
w14771	w14762
w14774	w14762
#711
w15080	w15087	@advcl
w15083	w15080	_override
#725
w15353	w15360	@advcl
w15357	w15353	_override
#734
w15507	_	@obl
#742
w15655	_	@advcl
w15659	w15637	_override><@advcl
#767
w16063	_	@advcl
#772
w16142	_	@obj
w16143	_	@xcomp
#783
w16374	w16380
w16380	w16360	@advcl
#793
w16564	_	@advcl
w16580	_	@obl
#795
w16612	_	@advcl
#812
w16945	_	@advcl
